id	rollout_key	gold
175	d85d0840-f3fa-4d8a-8f30-76f485f247f2#6	8
176	d85d0840-f3fa-4d8a-8f30-76f485f247f2#7	8
177	d864a90a-bd3a-426b-9b3d-a5d2f386d493#0	60
178	d864a90a-bd3a-426b-9b3d-a5d2f386d493#1	60
179	d864a90a-bd3a-426b-9b3d-a5d2f386d493#2	60
180	d864a90a-bd3a-426b-9b3d-a5d2f386d493#3	60
181	d864a90a-bd3a-426b-9b3d-a5d2f386d493#4	60
182	d864a90a-bd3a-426b-9b3d-a5d2f386d493#5	60
183	d864a90a-bd3a-426b-9b3d-a5d2f386d493#6	60
184	d864a90a-bd3a-426b-9b3d-a5d2f386d493#7	60
185	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#0	34825
186	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#1	34825
187	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#2	34825
188	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#3	34825
189	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#4	34825
190	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#5	34825
191	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#6	34825
192	d8a589d5-173c-49e4-be23-6a04ea3bc7c1#7	34825
193	d8daff59-026f-4a20-b685-2bed3d805f00#0	112
194	d8daff59-026f-4a20-b685-2bed3d805f00#1	112
195	d8daff59-026f-4a20-b685-2bed3d805f00#2	112
196	d8daff59-026f-4a20-b685-2bed3d805f00#3	112
197	d8daff59-026f-4a20-b685-2bed3d805f00#4	112
198	d8daff59-026f-4a20-b685-2bed3d805f00#5	112
199	d8daff59-026f-4a20-b685-2bed3d805f00#6	112
200	d8daff59-026f-4a20-b685-2bed3d805f00#7	112
201	d8e2a608-7bba-4f86-85aa-f06699b02000#0	25
202	d8e2a608-7bba-4f86-85aa-f06699b02000#1	25
203	d8e2a608-7bba-4f86-85aa-f06699b02000#2	25
204	d8e2a608-7bba-4f86-85aa-f06699b02000#3	25
205	d8e2a608-7bba-4f86-85aa-f06699b02000#4	25
206	d8e2a608-7bba-4f86-85aa-f06699b02000#5	25
207	d8e2a608-7bba-4f86-85aa-f06699b02000#6	25
208	d8e2a608-7bba-4f86-85aa-f06699b02000#7	25
209	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#0	214
210	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#1	214
211	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#2	214
212	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#3	214
213	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#4	214
214	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#5	214
215	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#6	214
216	d9126d86-2b5c-4d81-a4c7-c36bec5bd79b#7	214
217	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#0	324
218	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#1	324
219	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#2	324
220	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#3	324
221	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#4	324
222	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#5	324
223	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#6	324
224	d91386bb-d54f-4c4c-aeb2-2d19c2f21b63#7	324
225	da1b8dd5-0201-4d28-9ee1-915314505012#0	1106
226	da1b8dd5-0201-4d28-9ee1-915314505012#1	1106
227	da1b8dd5-0201-4d28-9ee1-915314505012#2	1106
228	da1b8dd5-0201-4d28-9ee1-915314505012#3	1106
229	da1b8dd5-0201-4d28-9ee1-915314505012#4	1106
230	da1b8dd5-0201-4d28-9ee1-915314505012#5	1106
231	da1b8dd5-0201-4d28-9ee1-915314505012#6	1106
232	da1b8dd5-0201-4d28-9ee1-915314505012#7	1106
233	da977524-20b5-4475-9273-ae7b802dd186#0	497
234	da977524-20b5-4475-9273-ae7b802dd186#1	497
235	da977524-20b5-4475-9273-ae7b802dd186#2	497
236	da977524-20b5-4475-9273-ae7b802dd186#3	497
237	da977524-20b5-4475-9273-ae7b802dd186#4	497
238	da977524-20b5-4475-9273-ae7b802dd186#5	497
239	da977524-20b5-4475-9273-ae7b802dd186#6	497
240	da977524-20b5-4475-9273-ae7b802dd186#7	497
241	dc269bd8-a8b0-49b3-9636-54379fd925d6#0	185
242	dc269bd8-a8b0-49b3-9636-54379fd925d6#1	185
243	dc269bd8-a8b0-49b3-9636-54379fd925d6#2	185
244	dc269bd8-a8b0-49b3-9636-54379fd925d6#3	185
245	dc269bd8-a8b0-49b3-9636-54379fd925d6#4	185
246	dc269bd8-a8b0-49b3-9636-54379fd925d6#5	185
247	dc269bd8-a8b0-49b3-9636-54379fd925d6#6	185
248	dc269bd8-a8b0-49b3-9636-54379fd925d6#7	185
249	ddd26788-0e7c-4330-ae56-30b48f36c031#0	2
250	ddd26788-0e7c-4330-ae56-30b48f36c031#1	2
251	ddd26788-0e7c-4330-ae56-30b48f36c031#2	2
252	ddd26788-0e7c-4330-ae56-30b48f36c031#3	2
253	ddd26788-0e7c-4330-ae56-30b48f36c031#4	2
254	ddd26788-0e7c-4330-ae56-30b48f36c031#5	2
255	ddd26788-0e7c-4330-ae56-30b48f36c031#6	2
256	ddd26788-0e7c-4330-ae56-30b48f36c031#7	2
257	df78ff5b-27da-40d1-83b9-30ea66225306#0	457
258	df78ff5b-27da-40d1-83b9-30ea66225306#1	457
259	df78ff5b-27da-40d1-83b9-30ea66225306#2	457
260	df78ff5b-27da-40d1-83b9-30ea66225306#3	457
261	df78ff5b-27da-40d1-83b9-30ea66225306#4	457
262	df78ff5b-27da-40d1-83b9-30ea66225306#5	457
263	df78ff5b-27da-40d1-83b9-30ea66225306#6	457
264	df78ff5b-27da-40d1-83b9-30ea66225306#7	457
265	e028ade7-4c95-4901-9c5a-da8f8e26d148#0	34
266	e028ade7-4c95-4901-9c5a-da8f8e26d148#1	34
267	e028ade7-4c95-4901-9c5a-da8f8e26d148#2	34
268	e028ade7-4c95-4901-9c5a-da8f8e26d148#3	34
269	e028ade7-4c95-4901-9c5a-da8f8e26d148#4	34
270	e028ade7-4c95-4901-9c5a-da8f8e26d148#5	34
271	e028ade7-4c95-4901-9c5a-da8f8e26d148#6	34
272	e028ade7-4c95-4901-9c5a-da8f8e26d148#7	34
273	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#0	1058
274	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#1	1058
275	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#2	1058
276	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#3	1058
277	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#4	1058
278	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#5	1058
279	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#6	1058
280	e0ae41d0-bda6-4f1b-9e8f-9120583aca00#7	1058
281	e0cd8389-25ef-4b6d-81d0-58483580ccbe#0	658
282	e0cd8389-25ef-4b6d-81d0-58483580ccbe#1	658
283	e0cd8389-25ef-4b6d-81d0-58483580ccbe#2	658
284	e0cd8389-25ef-4b6d-81d0-58483580ccbe#3	658
285	e0cd8389-25ef-4b6d-81d0-58483580ccbe#4	658
286	e0cd8389-25ef-4b6d-81d0-58483580ccbe#5	658
287	e0cd8389-25ef-4b6d-81d0-58483580ccbe#6	658
288	e0cd8389-25ef-4b6d-81d0-58483580ccbe#7	658
289	e15e2232-84b8-4581-99f0-851598d30e61#0	3
290	e15e2232-84b8-4581-99f0-851598d30e61#1	3
291	e15e2232-84b8-4581-99f0-851598d30e61#2	3
292	e15e2232-84b8-4581-99f0-851598d30e61#3	3
293	e15e2232-84b8-4581-99f0-851598d30e61#4	3
294	e15e2232-84b8-4581-99f0-851598d30e61#5	3
295	e15e2232-84b8-4581-99f0-851598d30e61#6	3
296	e15e2232-84b8-4581-99f0-851598d30e61#7	3
297	e18034d9-3126-48d1-8d7b-143f47becb70#0	6
298	e18034d9-3126-48d1-8d7b-143f47becb70#1	6
299	e18034d9-3126-48d1-8d7b-143f47becb70#2	6
300	e18034d9-3126-48d1-8d7b-143f47becb70#3	6
301	e18034d9-3126-48d1-8d7b-143f47becb70#4	6
302	e18034d9-3126-48d1-8d7b-143f47becb70#5	6
303	e18034d9-3126-48d1-8d7b-143f47becb70#6	6
304	e18034d9-3126-48d1-8d7b-143f47becb70#7	6
305	e191ee71-ae9c-4931-9a8c-645443492b1d#0	4
306	e191ee71-ae9c-4931-9a8c-645443492b1d#1	4
307	e191ee71-ae9c-4931-9a8c-645443492b1d#2	4
308	e191ee71-ae9c-4931-9a8c-645443492b1d#3	4
309	e191ee71-ae9c-4931-9a8c-645443492b1d#4	4
310	e191ee71-ae9c-4931-9a8c-645443492b1d#5	4
311	e191ee71-ae9c-4931-9a8c-645443492b1d#6	4
312	e191ee71-ae9c-4931-9a8c-645443492b1d#7	4
313	e1b7322d-f81c-49f9-879c-80f654bd82f0#0	180
314	e1b7322d-f81c-49f9-879c-80f654bd82f0#1	180
315	e1b7322d-f81c-49f9-879c-80f654bd82f0#2	180
316	e1b7322d-f81c-49f9-879c-80f654bd82f0#3	180
317	e1b7322d-f81c-49f9-879c-80f654bd82f0#4	180
318	e1b7322d-f81c-49f9-879c-80f654bd82f0#5	180
319	e1b7322d-f81c-49f9-879c-80f654bd82f0#6	180
320	e1b7322d-f81c-49f9-879c-80f654bd82f0#7	180
321	e43db337-270f-4817-a3e1-ac85c62623b8#0	14
322	e43db337-270f-4817-a3e1-ac85c62623b8#1	14
323	e43db337-270f-4817-a3e1-ac85c62623b8#2	14
324	e43db337-270f-4817-a3e1-ac85c62623b8#3	14
325	e43db337-270f-4817-a3e1-ac85c62623b8#4	14
326	e43db337-270f-4817-a3e1-ac85c62623b8#5	14
327	e43db337-270f-4817-a3e1-ac85c62623b8#6	14
328	e43db337-270f-4817-a3e1-ac85c62623b8#7	14
329	e446fbd0-0e08-434f-bc87-434676ae7ddf#0	48
330	e446fbd0-0e08-434f-bc87-434676ae7ddf#1	48
331	e446fbd0-0e08-434f-bc87-434676ae7ddf#2	48
332	e446fbd0-0e08-434f-bc87-434676ae7ddf#3	48
333	e446fbd0-0e08-434f-bc87-434676ae7ddf#4	48
334	e446fbd0-0e08-434f-bc87-434676ae7ddf#5	48
335	e446fbd0-0e08-434f-bc87-434676ae7ddf#6	48
336	e446fbd0-0e08-434f-bc87-434676ae7ddf#7	48
337	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#0	7
338	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#1	7
339	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#2	7
340	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#3	7
341	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#4	7
342	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#5	7
343	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#6	7
344	e4d7b05b-4f92-43fd-b00c-40ec51dc70c9#7	7
345	e5460418-058d-49f0-9d40-23ffa2c2474b#0	47
346	e5460418-058d-49f0-9d40-23ffa2c2474b#1	47
347	e5460418-058d-49f0-9d40-23ffa2c2474b#2	47
348	e5460418-058d-49f0-9d40-23ffa2c2474b#3	47
349	e5460418-058d-49f0-9d40-23ffa2c2474b#4	47
350	e5460418-058d-49f0-9d40-23ffa2c2474b#5	47
351	e5460418-058d-49f0-9d40-23ffa2c2474b#6	47
352	e5460418-058d-49f0-9d40-23ffa2c2474b#7	47
353	e620659c-2465-49c2-85df-14e3c82f8c64#0	20
354	e620659c-2465-49c2-85df-14e3c82f8c64#1	20
355	e620659c-2465-49c2-85df-14e3c82f8c64#2	20
356	e620659c-2465-49c2-85df-14e3c82f8c64#3	20
357	e620659c-2465-49c2-85df-14e3c82f8c64#4	20
358	e620659c-2465-49c2-85df-14e3c82f8c64#5	20
359	e620659c-2465-49c2-85df-14e3c82f8c64#6	20
360	e620659c-2465-49c2-85df-14e3c82f8c64#7	20
361	e64db092-c058-4955-9e40-527f15621929#0	3007
362	e64db092-c058-4955-9e40-527f15621929#1	3007
363	e64db092-c058-4955-9e40-527f15621929#2	3007
364	e64db092-c058-4955-9e40-527f15621929#3	3007
365	e64db092-c058-4955-9e40-527f15621929#4	3007
366	e64db092-c058-4955-9e40-527f15621929#5	3007
367	e64db092-c058-4955-9e40-527f15621929#6	3007
368	e64db092-c058-4955-9e40-527f15621929#7	3007
369	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#0	5
370	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#1	5
371	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#2	5
372	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#3	5
373	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#4	5
374	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#5	5
375	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#6	5
376	e670d8ad-5654-4e3a-a5e6-ed47e69ae6d8#7	5
377	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#0	67
378	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#1	67
379	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#2	67
380	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#3	67
381	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#4	67
382	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#5	67
383	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#6	67
384	e6ea0c5e-b822-403d-8ac0-2125beb9f02f#7	67
385	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#0	201
386	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#1	201
387	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#2	201
388	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#3	201
389	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#4	201
390	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#5	201
391	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#6	201
392	e7ecffd8-26d7-45f1-918e-56ef7e5127e8#7	201
393	e96966be-cac2-4e63-be0f-f3e3f50bdaea#0	49
394	e96966be-cac2-4e63-be0f-f3e3f50bdaea#1	49
395	e96966be-cac2-4e63-be0f-f3e3f50bdaea#2	49
396	e96966be-cac2-4e63-be0f-f3e3f50bdaea#3	49
397	e96966be-cac2-4e63-be0f-f3e3f50bdaea#4	49
398	e96966be-cac2-4e63-be0f-f3e3f50bdaea#5	49
399	e96966be-cac2-4e63-be0f-f3e3f50bdaea#6	49
400	e96966be-cac2-4e63-be0f-f3e3f50bdaea#7	49
