id	problem	tail
20	"Let $x$ and $y$ be nonzero real numbers. Let $m$ and $M$ be the minimium value and maximum value of
\[\frac{|x + y|}{|x| + |y|},\]respectively.  Find $M - m.$"	"alue \(m\) is 0. Therefore, the difference \(M - m\) is:
\[
M - m = 1 - 0 = 1.
\]

Thus, the answer is:
\[
\boxed{1}.
\]"
21	"Let $x$ and $y$ be nonzero real numbers. Let $m$ and $M$ be the minimium value and maximum value of
\[\frac{|x + y|}{|x| + |y|},\]respectively.  Find $M - m.$"	" \( m = 0 \) and \( M = 1 \).

5. **Calculate \( M - m \):**
   \[
   M - m = 1 - 0 = 1
   \]

**Answer:** \(\boxed{1}\)"
22	"Let $x$ and $y$ be nonzero real numbers. Let $m$ and $M$ be the minimium value and maximum value of
\[\frac{|x + y|}{|x| + |y|},\]respectively.  Find $M - m.$"	"esults. The difference \(M - m\) is calculated to be approximately \(1.0\).

Thus, the final answer is:

\[
\boxed{1}
\]"
23	"Let $x$ and $y$ be nonzero real numbers. Let $m$ and $M$ be the minimium value and maximum value of
\[\frac{|x + y|}{|x| + |y|},\]respectively.  Find $M - m.$"	"hat both the maximum and minimum values are 1. Therefore,
\[
M - m = 1 - 1 = 0.
\]

Thus, the answer is
\[
\boxed{0}.
\]"
24	"Let $x$ and $y$ be nonzero real numbers. Let $m$ and $M$ be the minimium value and maximum value of
\[\frac{|x + y|}{|x| + |y|},\]respectively.  Find $M - m.$"	"maximum value \(M\) is 1.
Step 6:  Therefore, \(M - m = 1 - 0 = 1\).
Step 7:  So, the final answer is \(\boxed{1}\).
```"
25	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	"       term += 3

print(generate_sequence(50))
```
```output
2118
```
The 50th term of the sequence is \(\boxed{2118}\)."
26	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	"3  # Move to the next multiple of 3

print(term)
```
```output
114
```
The 50th term of the sequence is \(\boxed{114}\)."
27	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	"erm = sequence[-1]
print(fifty_term)
```
```output
291
```
The $50^{\mathrm{th}}$ term of the sequence is $\boxed{291}$."
28	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	"he 50th term is at index 49
print(fiftieth_term)
```
```output
270
```
The 50th term of the sequence is \(\boxed{270}\)."
29	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	f the sequence consisting of all positive multiples of 3 that contain at least one digit that is a 1 is \(\boxed{180}\).
30	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	 sequence, where each term is a positive multiple of 3 that contains at least one digit that is a 1, is \(\boxed{288}\).
31	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	"th_term = valid_numbers[49]
print(fiftieth_term)
```
```output
339
```
The 50th term of the sequence is \(\boxed{339}\)."
32	The sequence 12, 15, 18, 21, 51, 81, $\ldots$ consists of all positive multiples of 3 that contain at least one digit that is a 1. What is the $50^{\mathrm{th}}$ term of the sequence?	" sequence[49]
print(fifty_nth_term)
```
```output
141
```
The $50^{\text{th}}$ term of the sequence is \(\boxed{141}\)."
